"","Participant","Age","Gender","Ethnicity","Familiar Yes/No","RFamiliar explain","Trait","Identity","ImageID","Rating","Identity Mean","Variance"
"6859",23,18,"Female","Caucasian","No","NA","Trustworthiness","FC","FC019",8,6.65,1.35
"6860",23,18,"Female","Caucasian","No","NA","Trustworthiness","FC","FC020",7,6.65,0.35
"6861",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD001",8,6.3,1.7
"6862",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD002",7,6.3,0.7
"6863",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD003",6,6.3,0.3
"6864",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD004",6,6.3,0.3
"6865",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD005",6,6.3,0.3
"6866",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD006",5,6.3,1.3
"6867",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD007",7,6.3,0.7
"6868",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD008",6,6.3,0.3
"6869",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD009",6,6.3,0.3
"6870",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD010",7,6.3,0.7
"6871",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD011",7,6.3,0.7
"6872",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD012",6,6.3,0.3
"6873",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD013",6,6.3,0.3
"6874",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD014",6,6.3,0.3
"6875",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD015",6,6.3,0.3
"6876",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD016",6,6.3,0.3
"6877",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD017",6,6.3,0.3
"6878",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD018",7,6.3,0.7
"6879",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD019",6,6.3,0.3
"6880",23,18,"Female","Caucasian","No","NA","Trustworthiness","FD","FD020",6,6.3,0.3
"6881",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE001",4,5.25,1.25
"6882",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE002",6,5.25,0.75
"6883",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE003",7,5.25,1.75
"6884",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE004",7,5.25,1.75
"6885",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE005",4,5.25,1.25
"6886",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE006",6,5.25,0.75
"6887",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE007",6,5.25,0.75
"6888",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE008",6,5.25,0.75
"6889",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE009",7,5.25,1.75
"6890",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE010",6,5.25,0.75
"6891",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE011",5,5.25,0.25
"6892",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE012",6,5.25,0.75
"6893",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE013",5,5.25,0.25
"6894",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE014",3,5.25,2.25
"6895",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE015",6,5.25,0.75
"6896",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE016",5,5.25,0.25
"6897",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE017",4,5.25,1.25
"6898",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE018",4,5.25,1.25
"6899",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE019",4,5.25,1.25
"6900",23,18,"Female","Caucasian","No","NA","Trustworthiness","FE","FE020",4,5.25,1.25
"6901",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF001",5,5.75,0.75
"6902",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF002",6,5.75,0.25
"6903",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF003",6,5.75,0.25
"6904",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF004",7,5.75,1.25
"6905",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF005",5,5.75,0.75
"6906",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF006",4,5.75,1.75
"6907",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF007",7,5.75,1.25
"6908",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF008",6,5.75,0.25
"6909",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF009",6,5.75,0.25
"6910",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF010",5,5.75,0.75
"6911",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF011",6,5.75,0.25
"6912",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF012",6,5.75,0.25
"6913",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF013",5,5.75,0.75
"6914",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF014",6,5.75,0.25
"6915",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF015",5,5.75,0.75
"6916",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF016",5,5.75,0.75
"6917",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF017",6,5.75,0.25
"6918",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF018",5,5.75,0.75
"6919",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF019",6,5.75,0.25
"6920",23,18,"Female","Caucasian","No","NA","Trustworthiness","FF","FF020",8,5.75,2.25
"6921",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG001",6,6.55,0.55
"6922",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG002",6,6.55,0.55
"6923",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG003",6,6.55,0.55
"6924",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG004",6,6.55,0.55
"6925",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG005",6,6.55,0.55
"6926",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG006",6,6.55,0.55
"6927",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG007",6,6.55,0.55
"6928",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG008",7,6.55,0.45
"6929",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG009",6,6.55,0.55
"6930",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG010",6,6.55,0.55
"6931",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG011",6,6.55,0.55
"6932",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG012",7,6.55,0.45
"6933",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG013",8,6.55,1.45
"6934",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG014",8,6.55,1.45
"6935",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG015",6,6.55,0.55
"6936",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG016",7,6.55,0.45
"6937",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG017",7,6.55,0.45
"6938",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG018",8,6.55,1.45
"6939",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG019",6,6.55,0.55
"6940",23,18,"Female","Caucasian","No","NA","Trustworthiness","FG","FG020",7,6.55,0.45
"6941",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH001",6,5.85,0.15
"6942",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH002",6,5.85,0.15
"6943",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH003",5,5.85,0.85
"6944",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH004",5,5.85,0.85
"6945",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH005",6,5.85,0.15
"6946",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH006",7,5.85,1.15
"6947",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH007",7,5.85,1.15
"6948",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH008",5,5.85,0.85
"6949",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH009",7,5.85,1.15
"6950",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH010",6,5.85,0.15
"6951",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH011",6,5.85,0.15
"6952",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH012",5,5.85,0.85
"6953",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH013",6,5.85,0.15
"6954",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH014",6,5.85,0.15
"6955",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH015",6,5.85,0.15
"6956",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH016",5,5.85,0.85
"6957",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH017",6,5.85,0.15
"6958",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH018",6,5.85,0.15
"6959",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH019",5,5.85,0.85
"6960",23,18,"Female","Caucasian","No","NA","Trustworthiness","FH","FH020",6,5.85,0.15
"6961",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI001",5,5.8,0.8
"6962",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI002",3,5.8,2.8
"6963",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI003",5,5.8,0.8
"6964",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI004",5,5.8,0.8
"6965",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI005",5,5.8,0.8
"6966",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI006",7,5.8,1.2
"6967",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI007",6,5.8,0.2
"6968",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI008",7,5.8,1.2
"6969",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI009",6,5.8,0.2
"6970",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI010",5,5.8,0.8
"6971",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI011",6,5.8,0.2
"6972",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI012",6,5.8,0.2
"6973",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI013",7,5.8,1.2
"6974",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI014",4,5.8,1.8
"6975",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI015",7,5.8,1.2
"6976",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI016",7,5.8,1.2
"6977",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI017",7,5.8,1.2
"6978",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI018",7,5.8,1.2
"6979",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI019",5,5.8,0.8
"6980",23,18,"Female","Caucasian","No","NA","Trustworthiness","FI","FI020",6,5.8,0.2
"6981",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA001",3,3,0
"6982",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA002",3,3,0
"6983",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA003",3,3,0
"6984",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA004",3,3,0
"6985",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA005",3,3,0
"6986",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA006",3,3,0
"6987",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA007",3,3,0
"6988",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA008",3,3,0
"6989",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA009",3,3,0
"6990",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA010",3,3,0
"6991",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA011",3,3,0
"6992",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA012",3,3,0
"6993",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA013",3,3,0
"6994",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA014",3,3,0
"6995",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA015",3,3,0
"6996",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA016",3,3,0
"6997",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA017",3,3,0
"6998",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA018",3,3,0
"6999",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA019",3,3,0
"7000",23,18,"Female","Caucasian","No","NA","Trustworthiness","MA","MA020",3,3,0
"7001",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB001",4,3.5,0.5
"7002",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB002",4,3.5,0.5
"7003",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB003",4,3.5,0.5
"7004",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB004",4,3.5,0.5
"7005",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB005",3,3.5,0.5
"7006",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB006",3,3.5,0.5
"7007",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB007",3,3.5,0.5
"7008",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB008",4,3.5,0.5
"7009",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB009",4,3.5,0.5
"7010",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB010",5,3.5,1.5
"7011",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB011",3,3.5,0.5
"7012",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB012",2,3.5,1.5
"7013",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB013",3,3.5,0.5
"7014",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB014",4,3.5,0.5
"7015",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB015",5,3.5,1.5
"7016",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB016",3,3.5,0.5
"7017",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB017",2,3.5,1.5
"7018",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB018",2,3.5,1.5
"7019",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB019",3,3.5,0.5
"7020",23,18,"Female","Caucasian","No","NA","Trustworthiness","MB","MB020",5,3.5,1.5
"7021",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC001",4,4.35,0.35
"7022",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC002",5,4.35,0.65
"7023",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC003",3,4.35,1.35
"7024",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC004",4,4.35,0.35
"7025",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC005",4,4.35,0.35
"7026",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC006",4,4.35,0.35
"7027",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC007",6,4.35,1.65
"7028",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC008",5,4.35,0.65
"7029",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC009",3,4.35,1.35
"7030",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC010",4,4.35,0.35
"7031",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC011",4,4.35,0.35
"7032",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC012",5,4.35,0.65
"7033",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC013",5,4.35,0.65
"7034",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC014",3,4.35,1.35
"7035",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC015",4,4.35,0.35
"7036",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC016",3,4.35,1.35
"7037",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC017",7,4.35,2.65
"7038",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC018",5,4.35,0.65
"7039",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC019",6,4.35,1.65
"7040",23,18,"Female","Caucasian","No","NA","Trustworthiness","MC","MC020",3,4.35,1.35
"7041",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD001",4,3.8,0.2
"7042",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD002",4,3.8,0.2
"7043",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD003",5,3.8,1.2
"7044",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD004",3,3.8,0.8
"7045",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD005",2,3.8,1.8
"7046",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD006",4,3.8,0.2
"7047",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD007",4,3.8,0.2
"7048",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD008",3,3.8,0.8
"7049",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD009",4,3.8,0.2
"7050",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD010",5,3.8,1.2
"7051",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD011",4,3.8,0.2
"7052",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD012",4,3.8,0.2
"7053",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD013",4,3.8,0.2
"7054",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD014",4,3.8,0.2
"7055",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD015",4,3.8,0.2
"7056",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD016",5,3.8,1.2
"7057",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD017",2,3.8,1.8
"7058",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD018",4,3.8,0.2
"7059",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD019",4,3.8,0.2
"7060",23,18,"Female","Caucasian","No","NA","Trustworthiness","MD","MD020",3,3.8,0.8
"7061",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME001",3,3.6,0.6
"7062",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME002",4,3.6,0.4
"7063",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME003",3,3.6,0.6
"7064",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME004",3,3.6,0.6
"7065",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME005",4,3.6,0.4
"7066",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME006",3,3.6,0.6
"7067",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME007",4,3.6,0.4
"7068",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME008",4,3.6,0.4
"7069",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME009",4,3.6,0.4
"7070",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME010",3,3.6,0.6
"7071",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME011",3,3.6,0.6
"7072",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME012",4,3.6,0.4
"7073",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME013",4,3.6,0.4
"7074",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME014",4,3.6,0.4
"7075",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME015",4,3.6,0.4
"7076",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME016",3,3.6,0.6
"7077",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME017",4,3.6,0.4
"7078",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME018",3,3.6,0.6
"7079",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME019",3,3.6,0.6
"7080",23,18,"Female","Caucasian","No","NA","Trustworthiness","ME","ME020",5,3.6,1.4
"7081",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF001",1,2.45,1.45
"7082",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF002",2,2.45,0.45
"7083",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF003",2,2.45,0.45
"7084",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF004",2,2.45,0.45
"7085",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF005",2,2.45,0.45
"7086",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF006",2,2.45,0.45
"7087",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF007",3,2.45,0.55
"7088",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF008",4,2.45,1.55
"7089",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF009",2,2.45,0.45
"7090",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF010",2,2.45,0.45
"7091",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF011",2,2.45,0.45
"7092",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF012",3,2.45,0.55
"7093",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF013",2,2.45,0.45
"7094",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF014",3,2.45,0.55
"7095",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF015",4,2.45,1.55
"7096",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF016",4,2.45,1.55
"7097",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF017",3,2.45,0.55
"7098",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF018",1,2.45,1.45
"7099",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF019",2,2.45,0.45
"7100",23,18,"Female","Caucasian","No","NA","Trustworthiness","MF","MF020",3,2.45,0.55
"7101",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG001",3,3.55,0.55
"7102",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG002",3,3.55,0.55
"7103",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG003",3,3.55,0.55
"7104",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG004",3,3.55,0.55
"7105",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG005",4,3.55,0.45
"7106",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG006",3,3.55,0.55
"7107",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG007",3,3.55,0.55
"7108",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG008",3,3.55,0.55
"7109",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG009",3,3.55,0.55
"7110",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG010",5,3.55,1.45
"7111",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG011",3,3.55,0.55
"7112",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG012",4,3.55,0.45
"7113",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG013",3,3.55,0.55
"7114",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG014",4,3.55,0.45
"7115",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG015",4,3.55,0.45
"7116",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG016",3,3.55,0.55
"7117",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG017",6,3.55,2.45
"7118",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG018",3,3.55,0.55
"7119",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG019",4,3.55,0.45
"7120",23,18,"Female","Caucasian","No","NA","Trustworthiness","MG","MG020",4,3.55,0.45
"7121",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH001",2,3.05,1.05
"7122",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH002",3,3.05,0.0499999999999998
"7123",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH003",3,3.05,0.0499999999999998
"7124",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH004",4,3.05,0.95
"7125",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH005",5,3.05,1.95
"7126",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH006",4,3.05,0.95
"7127",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH007",3,3.05,0.0499999999999998
"7128",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH008",3,3.05,0.0499999999999998
"7129",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH009",3,3.05,0.0499999999999998
"7130",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH010",3,3.05,0.0499999999999998
"7131",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH011",3,3.05,0.0499999999999998
"7132",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH012",2,3.05,1.05
"7133",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH013",3,3.05,0.0499999999999998
"7134",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH014",3,3.05,0.0499999999999998
"7135",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH015",3,3.05,0.0499999999999998
"7136",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH016",3,3.05,0.0499999999999998
"7137",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH017",3,3.05,0.0499999999999998
"7138",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH018",2,3.05,1.05
"7139",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH019",3,3.05,0.0499999999999998
"7140",23,18,"Female","Caucasian","No","NA","Trustworthiness","MH","MH020",3,3.05,0.0499999999999998
"7141",24,29,"Male","Caucasian, Irish and Eastern European background","No","NA","Trustworthiness","FA","FA001",2,4.7,2.7
"7142",24,29,"Male","Caucasian, Irish and Eastern European background","No","NA","Trustworthiness","FA","FA002",3,4.7,1.7
"7143",24,29,"Male","Caucasian, Irish and Eastern European background","No","NA","Trustworthiness","FA","FA003",6,4.7,1.3
"7144",24,29,"Male","Caucasian, Irish and Eastern European background","No","NA","Trustworthiness","FA","FA004",4,4.7,0.7
"7145",24,29,"Male","Caucasian, Irish and Eastern European background","No","NA","Trustworthiness","FA","FA005",6,4.7,1.3
"7146",24,29,"Male","Caucasian, Irish and Eastern European background","No","NA","Trustworthiness","FA","FA006",5,4.7,0.3
